relative_time,AccX,AccY,AccZ,DecibelSource
0,-0.30566436767578126,6.378835144042969,7.5399705505371095,37.67081621363322
15,-0.21270767211914063,6.546336822509766,7.639064483642579,42.915464396922104
81,-0.5622308349609375,6.996450805664063,8.158334655761719,41.98629599092019
148,0.5361849975585937,6.669979705810547,10.726244659423829,43.562745009039084
215,1.9330801391601564,5.646408233642578,8.314609680175781,42.59569989643559
283,0.17199234008789063,6.327042846679688,7.801476745605469,40.83753377570011
348,-0.9668394470214844,4.845872955322266,7.149282989501954,39.795483747040954
415,0.3335064697265625,4.589905242919922,6.542145538330079,32.506639194632434
481,0.08472381591796875,5.460494842529297,7.439230041503906,33.494717992143855
548,-1.375789031982422,6.156098327636719,8.118218078613282,27.09269960975831
615,-1.4410533142089845,6.6894392395019535,8.095016326904297,36.25621081424907
681,-1.3718971252441408,6.335874481201172,10.899135131835939,31.869563354654122
748,-3.679797821044922,7.855214996337891,8.81891098022461,34.396484295634735
815,-1.7188755798339845,5.353916473388672,8.489895172119141,32.0194306340165
881,-1.4557228088378906,4.216132507324219,6.107150115966797,41.20343562438025
948,-0.9156459045410157,3.8016444396972657,4.505929870605469,43.625201722887965
1015,-0.15492782592773438,5.531447296142578,4.571942596435547,36.10021024664145
1081,-0.6210585021972657,7.575746154785157,8.108338623046876,42.85872227069257
1148,2.504741363525391,6.146817626953125,6.708150329589844,50.197641317878904
1215,-3.669169921875,6.678661651611328,9.532028045654297,44.74478510408296
1281,-2.4519012451171878,5.027145996093751,10.279573516845703,38.666417205660395
1348,-3.557502136230469,3.6095938110351566,8.180189208984375,38.02568498313956
1415,-4.107159118652344,2.7463389587402345,7.691305847167969,49.320676922007216
1481,-4.612059173583985,1.9639160156250002,8.65649871826172,56.970566371243606
1548,-0.4435276794433594,4.32824935913086,7.123386840820313,57.79661414151369
1615,-3.3825160217285157,1.3334271240234377,9.797426147460937,56.76543637849234
1681,-2.9547056579589843,-0.7812254333496094,16.54674087524414,58.76302727626012
1748,-1.0386900329589843,-0.39577697753906255,10.778785400390625,50.053135270029856
1814,-2.477498016357422,2.5355772399902343,12.549004211425782,47.16495821501741
1881,-0.32482452392578126,0.2041754150390625,10.43315414428711,45.223790192285634
1948,0.10568023681640626,0.8051756286621095,7.847880249023438,50.052920758068296
2015,2.0986358642578127,1.4597644042968752,5.931565246582031,47.456368234869586
2081,4.499493255615235,1.8678158569335939,6.577472076416016,37.137424784090825
2148,2.754122772216797,2.215093688964844,9.985734558105468,33.93926006585837
2215,3.768263854980469,5.919590148925781,7.308402099609375,31.156105116742996
2281,4.656816101074219,2.960244140625,13.184432830810547,43.95763089417763
2348,4.452191619873047,3.423381042480469,6.425687713623047,42.31112629056352
2415,3.9549256896972658,3.8972955322265626,3.124452667236328,50.37991907858392
2481,1.0964698791503906,4.533472595214844,2.5610243225097657,52.71500075014056
2548,0.20791763305664063,5.077142028808594,9.398655395507813,49.99134892913685
2615,3.613635406494141,6.350843353271484,13.443094940185548,48.04834292754859
2681,5.908662872314453,6.888225860595703,12.494517517089845,45.69104586956974
2748,5.231321411132813,7.478298797607422,8.3011376953125,43.8388714426039
2815,3.82005615234375,5.03238510131836,7.749834136962891,59.75867263321703
2881,4.57014633178711,2.8363018798828126,6.950346679687501,50.38365788778816
2948,3.3165032958984377,1.285975799560547,3.045117645263672,45.519620658640946
