relative_time,AccX,AccY,AccZ,DecibelSource
0,3.6687208557128907,-0.6273454284667969,8.807085571289063,57.89589877373339
66,3.890559539794922,-0.5212161254882812,9.174571380615236,56.76934918874028
133,3.696113891601563,-0.5673202514648438,9.043144683837891,56.511480939855325
200,3.9002893066406252,-0.6462062072753907,9.320368194580078,55.842667539953446
266,3.2754885864257814,-0.6712042236328125,8.627309417724609,56.52248275495594
333,4.409829711914063,-0.6590794372558594,8.965306549072267,55.14498609525744
400,4.436174926757813,-0.6631210327148438,8.881331176757813,57.44650444221008
466,3.84879638671875,-0.3502716064453125,9.258546752929687,57.56671854306494
533,4.229903869628907,-0.5054988098144532,9.158404998779297,57.7889036934672
600,3.959116973876953,-0.3299139404296875,8.883875885009767,59.41276333211096
666,3.813918914794922,-0.3914360046386719,9.394164733886718,59.33799988754104
733,4.131109313964844,-0.42571472167968755,9.013656005859376,59.0817768702792
799,4.017495574951172,-0.6301895141601562,8.534502410888672,58.897956766118
866,3.964805145263672,-0.5944139099121094,8.858129425048828,60.805619150849424
933,3.79610595703125,-0.5194198608398438,8.675509185791016,61.21601203597265
1000,4.071982269287109,-0.2805166625976563,9.344468078613282,58.837692857499306
1066,3.839066619873047,-0.4010160827636719,9.001531219482422,58.59144904767504
1133,4.166585540771485,-0.29488677978515626,9.303902435302735,57.93115377323403
1199,3.882027282714844,-0.23171813964843752,9.217681732177734,59.443538452495794
1266,4.161795501708984,-0.4972659301757813,9.048683166503906,58.709221739631296
1333,3.792363739013672,-0.6020480346679687,8.752748565673828,60.82744810342789
1399,4.1447309875488285,-0.6230044555664063,8.776100006103515,62.2649963217631
1466,3.930077362060547,-0.5605842590332032,8.570727081298829,61.90808040014832
1533,4.233346710205078,-0.6053411865234375,9.171278228759766,63.375570913268284
1600,4.164489898681641,-0.40490798950195317,8.8472021484375,63.567885505212985
1666,4.2944197082519535,-0.19953506469726565,9.200617218017578,53.76907114307684
1733,4.1622445678710935,-0.16989669799804688,9.034762115478516,61.07792822276471
1800,4.223616943359375,-0.056133270263671875,8.96410903930664,54.352342059420025
1866,4.27031982421875,-0.02305206298828125,8.851243743896484,52.68278355119043
