relative_time,AccX,AccY,AccZ,DecibelSource
0,-0.7129673767089844,6.039341125488281,7.585326232910156,21.072099696478684
65,-0.4981640625,5.9156982421875,7.234755249023438,21.613680022349747
132,-0.5068460083007813,5.869743804931641,7.3408845520019534,19.030899869919434
199,2.176024932861328,3.3985327148437503,8.011939086914063,21.702617153949575
265,-1.2220587158203127,6.106251983642578,6.989864501953125,16.62757831681574
331,-0.9882449340820313,4.606221313476563,5.503156127929688,30.236639181977935
399,-0.4680766296386719,4.4791355895996094,8.405021667480469,22.55272505103306
465,-2.179018707275391,3.8208045959472656,8.524772644042969,30.195316845312554
531,-1.0829978942871095,4.097579040527344,7.6032888793945315,23.710678622717364
598,-1.8043478393554688,3.6010615539550783,10.449170837402344,21.78976947293169
665,-0.08292755126953126,3.344195709228516,7.380851440429688,20.718820073061256
732,-0.22498214721679688,2.4605831909179687,10.55006103515625,27.015679850559273
799,1.1867321777343751,0.4596940612792969,11.59234359741211,41.55153777765149
865,0.4628375244140625,0.9819580078125001,11.672127685546876,22.85557309007774
931,1.660796356201172,0.19115249633789064,9.66719696044922,23.483048630481605
998,1.4085708618164063,0.14938934326171877,9.346114654541017,21.84691430817599
1065,3.4229319763183597,-1.2687615966796875,8.494535522460938,20.41392685158225
1132,4.030368804931641,-1.9535874938964846,8.839568023681641,21.522883443830562
1198,4.730313262939453,-1.0593470764160158,6.999743957519532,23.909351071033793
1265,4.8190786743164065,-1.234482879638672,9.521849212646485,25.06505032404872
1332,5.88935302734375,-1.0389894104003907,8.471034393310548,19.777236052888476
1398,8.102949829101563,-1.7863851928710939,12.711715850830078,23.80211241711606
1465,9.369017028808594,-0.5348377990722657,14.993870086669922,23.856062735983123
1532,1.8278489685058594,6.504274291992187,10.182425537109376,37.693034601890815
1598,0.32108230590820314,6.747069396972656,14.097384338378907,32.17483944213906
1665,5.6838304138183595,0.6836283874511719,17.094002838134767,36.982745766743676
1731,8.698561248779297,-2.8996202087402345,12.86409896850586,41.196846918240496
1798,8.021818542480469,-5.636379089355469,5.436544647216797,31.522883443830565
1865,1.3043875122070314,-3.369493103027344,-2.1974304199218753,28.893017025063102
1932,4.756359100341797,-2.877765655517578,5.965843963623048,33.038437748886544
1998,6.939269714355469,-0.6668632507324219,3.096909942626953,30.0987563371216
2065,8.185428314208984,-1.0919792175292968,11.930789794921875,31.014033505553307
2132,9.706415405273438,0.5598358154296875,15.811320190429688,33.26130956710794
2198,3.199596405029297,4.602030029296875,7.929310913085938,31.277525158329734
2265,0.4631369018554688,8.809031524658204,10.09785140991211,22.52853030979893
2332,1.1430230712890626,5.793851623535157,7.404053192138672,30.7040732174012
2399,4.435576171875001,2.2242247009277345,14.232702941894532,26.739419986340877
2465,7.0470455932617195,-2.3908282470703126,13.242212677001953,30.902580529313163
2532,1.2877720642089845,-4.5039839172363285,4.162693634033204,36.53405490664501
2598,1.7980609130859375,-3.9915994262695316,-0.33560211181640626,24.377505628203878
2665,7.410340118408204,-0.07529342651367188,3.0466145324707035,15.910646070264994
2733,7.5504487609863284,1.0181826782226564,4.4914100646972654,31.4674801363064
2798,14.205609283447266,-1.9772383117675782,16.958384857177734,27.596678446896306
2865,11.085796966552735,-0.41029678344726567,17.393829345703125,44.39995473953808
2933,5.10902572631836,3.3218920898437503,7.194488983154297,26.009728956867484
2999,-3.916755065917969,9.107810211181642,6.027366027832032,26.848453616444125
3065,2.4408242797851565,9.049880676269531,15.922838287353516,33.829171350875306
3131,6.770271148681641,2.9103977966308596,20.226538696289065,39.60946195733831
3198,12.843441925048829,-0.13621673583984376,23.173610229492187,33.39848783037637
3265,8.641529846191407,-0.18950592041015626,10.857371978759765,32.84430733844519
3332,3.0963111877441407,-4.19846923828125,2.8198361206054687,31.96728722623287
3398,6.861431579589844,-4.408632202148437,-0.08577163696289063,33.845326154942484
3465,6.218368835449219,-4.603377227783203,-0.44457550048828126,26.483600109809316
3532,9.886341247558594,-0.9716294860839845,9.342522125244141,42.233920924487705
3599,8.913963317871094,4.869673461914063,17.204473114013673,33.07709923404807
3665,3.955075378417969,8.079897766113282,12.834610290527344,40.51576958472539
3731,-1.9209553527832033,11.327843627929688,11.726315002441407,35.845573605256746
3798,0.013172607421875001,10.552306365966798,9.841434631347656,25.563025007672874
3865,4.955145721435547,2.2641915893554687,17.745298461914064,33.69030221809153
3932,9.940378875732423,1.197659454345703,13.807137908935548,41.22150319440805
3999,5.4531600952148445,-1.7357904052734376,2.662064208984375,37.39967696759509
4065,-0.0058378601074218755,-4.680766296386719,0.085023193359375,20.374264979406238
4133,4.942871246337891,-3.996838531494141,3.232976989746094,22.624510897304294
4198,8.626560974121094,0.4381388854980469,5.587730255126953,32.18535505216528
4265,11.639944610595704,5.697003021240235,13.166769561767579,26.812412373755873
4332,6.313271484375,7.438780975341797,13.113929443359376,38.383452687759906
4398,1.8988014221191407,11.211385803222656,8.531358947753906,36.24178925748022
4465,-1.05620361328125,11.092982025146485,7.0768336486816406,28.075350280688532
4532,1.8434165954589845,6.297404479980469,16.645685119628908,38.657552240714516
4598,7.865543518066406,3.65958984375,19.774029693603516,43.236645356081
4665,4.658163299560547,0.18082397460937502,6.972650299072266,36.48945182165673
4732,0.36598892211914064,-2.9075537109375,0.6505471801757813,33.84890796530554
4798,5.443280639648438,-5.027445373535157,2.8075616455078127,27.752462597402364
4865,9.554930419921876,-4.750221862792969,1.648671569824219,35.78868328666029
4932,9.2783056640625,-2.5598268127441406,6.1855870056152344,25.865873046717546
4998,15.681390380859376,3.8993911743164062,17.784816284179687,31.225435240687546
5065,10.221793670654298,7.671546936035156,11.005713500976563,45.423772129021806
5132,1.1271560668945313,10.238858184814454,6.239025878906251,32.0303288701471
5198,-0.019309844970703125,10.038874053955078,4.623585205078125,36.014080605346834
5265,1.2985496520996094,4.031266937255859,12.06985061645508,33.6660971039243
5332,14.647490386962891,3.6274067687988283,17.501455535888674,32.34517283512687
5399,11.766880645751954,-1.8739530944824219,11.669882354736329,28.260748027008265
5465,2.0109182739257814,-3.869752807617188,4.312681732177735,19.444826721501688
5532,0.2089654541015625,-4.151466979980469,-7.557334442138672,38.572118423168924
5598,4.805756378173828,-4.856650543212891,1.2439132690429688,29.872192299080048
5665,15.326777801513673,-0.34982254028320314,10.387050018310548,34.577305482459984
5732,14.343173217773439,4.460274810791016,15.526163177490234,21.67317334748176
5798,6.979835357666016,7.780220947265625,9.806407470703126,44.354780541713254
5865,0.22602996826171876,7.595954132080078,7.609276428222657,31.185953652237618
5932,-4.0109092712402346,8.440797271728517,3.5941758728027344,27.05007959333336
5999,0.46523254394531255,6.509363708496094,8.13483352661133,36.54369090975286
6065,17.146992645263673,5.902525634765626,25.520579681396487,35.88159616383092
6132,12.537927246093751,-0.27333160400390627,17.265546112060548,30.696680969115956
6198,1.9803817749023438,-3.7857774353027347,4.282294921875001,42.39549720840473
6265,0.48648834228515625,-4.557572479248047,-3.387455749511719,28.08210972924222
6331,4.278253326416015,-1.7679734802246094,-4.080813903808594,28.260748027008265
6398,4.733606414794922,0.11466156005859375,1.2876223754882814,45.012921021934424
6465,17.55459503173828,5.388644256591797,18.969752197265628,32.20369632451395
6532,13.609099731445314,6.945706329345703,17.55878631591797,49.1836065259081
6598,6.131998443603516,5.818699951171875,5.166805572509766,30.39414119176137
6665,-1.9139199829101563,1.7214202880859375,-4.089346160888672,31.613680022349747
6732,-0.5179229736328125,-0.8758287048339845,-0.44143203735351566,37.39967696759509
6798,4.020489349365235,1.435664520263672,9.078321533203125,47.97433746145376
6865,19.099083251953125,3.969445495605469,19.25640609741211,32.778383330020475
6932,12.886402587890625,-1.3066328430175782,12.655283203125,41.33985746268579
6998,4.634512481689454,-2.868035888671875,2.681074676513672,44.415380387021614
7065,0.6807843017578126,-1.5503260803222656,-3.229683837890625,43.96443460112428
7132,1.428479461669922,0.41628433227539063,-1.4040802001953125,44.204673530762534
7198,6.993756408691406,1.952839050292969,4.22720947265625,51.933556038424115
7265,20.241657257080078,0.42152343750000004,17.824034729003905,32.29425847920695
7332,9.355844421386719,-0.9966275024414063,8.345744934082031,37.827591926239975
7398,6.288123779296876,-0.15013778686523438,3.6583923339843754,35.43322900646912
7465,3.0526020812988284,1.0072554016113282,1.533860321044922,32.571984261393446
7531,0.36359390258789065,2.1842578125000003,0.319735107421875,23.424226808222063
7598,3.357667694091797,1.7113911437988283,1.7934205627441406,32.873537727147465
7665,14.136602783203125,-1.6185841369628906,7.7655514526367195,43.63367502943486
7733,15.12170425415039,-1.4109658813476562,12.467723236083986,35.39953841656397
7798,4.077221374511719,2.7164012145996095,7.761809234619141,29.523080096621253
7865,5.351072387695313,4.539609832763672,3.9592666625976562,30.707764628434347
7932,4.289629669189454,3.9818696594238285,-0.7830216979980469,39.73635773417407
7999,12.818443908691407,-0.2935395812988281,11.222911834716797,37.881683711411675
8065,14.183605041503906,-0.8553213500976563,10.160720672607422,36.27570664180543
8132,7.252717895507812,1.5564633178710938,7.824678497314453,37.430391548049336
8198,4.169429626464844,3.3461416625976566,1.655108184814453,30.24895960107485
8265,3.2715966796875002,2.487078094482422,1.249152374267578,26.99837725867246
8332,1.9285894775390626,2.5066873168945314,1.1112890625,29.98259338423699
8398,16.53895706176758,0.0058378601074218755,10.182425537109376,42.145524552342444
8465,13.488001556396485,-0.9553134155273438,12.821138305664062,34.4216608578472
8532,3.6682717895507815,2.135010223388672,5.730832672119141,35.21007252408604
8598,5.55405029296875,3.6790493774414066,0.29653335571289063,28.813846567705728
8665,6.2797412109375,2.0077748107910156,1.1270063781738282,37.15418322595056
8732,16.021632843017578,-0.47870452880859377,8.506061553955078,32.32996110392153
8798,9.671687622070314,1.4998809814453127,14.174324340820313,42.917017707299806
8865,10.07958938598633,5.772595825195313,2.2483245849609377,25.658478186735177
8932,4.812192993164063,3.926185455322266,6.003266143798829,31.238516409670858
8998,2.1412971496582034,4.411027221679688,3.5522630310058596,33.25310371711061
9065,11.737391967773439,1.2997471618652345,13.04612045288086,45.810161565455545
9132,15.466437377929688,-2.737657012939453,13.179493103027344,39.834909718151664
9198,4.664599914550782,-0.5948629760742188,5.128934326171875,41.59958002678519
9265,6.430178375244141,1.1931687927246095,2.9593460083007814,25.19827993775719
9333,6.7053062438964846,1.5152989196777344,-1.1638298034667969,21.875207208364632
9398,6.594985656738282,0.059725799560546876,-0.15657440185546875,20.606978403536118
9465,10.51697982788086,-3.0169761657714846,3.4230816650390627,30.187004986662433
9532,16.13853973388672,-1.9257453918457033,17.552798767089843,28.90979596989689
9598,3.06322998046875,3.6812947082519534,0.7235952758789063,37.191654940892136
9665,3.4980757141113283,3.4337095642089848,6.5045736694335945,18.325089127062363
9732,4.956792297363282,2.2637425231933594,5.6452107238769536,20.21189299069938
9798,5.1696496582031255,-0.10044113159179688,5.158123626708985,34.6553155697355
9865,11.907138977050781,-3.653452606201172,2.3772065734863284,29.37016107464814
9932,12.738360443115235,-4.175417175292969,9.614356842041015,19.590413923210935
9999,5.270839233398438,2.408192138671875,6.75919418334961,35.86024382386976
10065,4.682412872314454,4.481680297851563,5.478756866455078,30.187004986662433
10133,4.997208251953126,2.631677398681641,3.7124299621582035,30.4688519083771
10199,11.361074523925781,-1.9609222412109375,5.515580291748047,27.98650645445269
10265,11.150761871337892,-1.0192304992675782,6.412066040039063,31.222158782728265
10332,9.04733596801758,2.155667266845703,8.175249481201172,29.763499790032736
10398,4.273463287353516,3.5296600341796878,3.4789155578613284,25.987905067631154
10465,3.986210632324219,3.0385313415527344,0.6369255065917969,28.413594704548547
10532,7.085515594482422,-1.0581495666503906,6.048621826171876,35.609820555862356
10598,13.926589508056642,-2.4310945129394534,6.247857513427735,31.32579847659737
10665,5.609584808349609,1.0225236511230469,6.962172088623047,32.69979676645324
10732,4.40923095703125,4.048780517578125,1.2388238525390625,27.774268223893117
10798,7.329657897949219,1.2496014404296876,1.768721923828125,29.576072870600953
10865,13.453573150634766,-2.3655308532714847,9.805808715820312,34.69232742506612
10933,10.706485748291016,1.7655784606933596,11.16603012084961,28.813846567705728
10998,12.005035400390625,5.415288848876953,3.78652587890625,28.25426117767823
11065,5.229824523925782,3.643573150634766,3.792663116455078,23.69215857410143
11133,4.511767730712891,4.679718475341797,1.2713063049316407,40.23128946010495
11198,7.630831604003907,1.5479310607910157,4.868925018310547,44.01676195809461
11265,19.24233535766602,-4.395459594726563,16.41247009277344,40.5407655729051
11333,4.962929534912109,-1.234333190917969,9.70417007446289,42.77058835755107
11398,7.6597215270996095,2.960244140625,4.41402099609375,24.800069429571504
11465,9.713450775146486,3.467688903808594,-2.9030630493164065,30.809870469108873
11533,5.294939117431641,-1.1549981689453126,0.01107696533203125,31.248301494138595
11598,12.012220458984375,-1.905088348388672,11.311527557373047,24.885507165004444
11665,8.672515411376953,-0.23531066894531252,9.079369354248048,43.8051875807043
11733,4.582271118164063,1.7706678771972657,1.581910400390625,26.866362692622936
11798,4.710853729248047,2.441423034667969,2.4659719848632813,22.04119982655925
11865,4.381688232421875,2.1400996398925782,1.2379257202148437,28.785217955012065
11933,9.979148254394532,-0.2797682189941406,4.383783874511719,37.45543201998024
11998,16.036002960205078,-3.2949481201171875,13.426180114746094,40.96492890054361
12065,5.733377380371094,2.8984226989746094,6.580914916992188,38.02705327074352
